,Title,Date Published,Peer Review,DOI,Author,Keywords,Methodology,References,Journal,Volume,Issue,Pages
614371617.xml,"What you say and how you say it: The contribution of speech content and voice quality to judgments of others
",1985-01-01,True,10.1037/0022-3514.48.1.54,"[""O'Sullivan, Maureen"", 'Ekman, Paul', 'Friesen, Wallace', 'Scherer, Klaus R.']","['speech content &/vs voice quality &/vs nonverbal channels, judgment of others, college students']",['Empirical Study'],11.0,Journal of Personality and Social Psychology,48.0,1.0,54-62
614340603.xml,"The self-fulfilling nature of positive illusions in romantic relationships: Love is not blind, but prescient
",1996-12-01,True,10.1037/0022-3514.71.6.1155,"['Murray, Sandra L.', 'Holmes, John G.', 'Griffin, Dale W.']","['self fulfilling effects of idealization in romantic relationship, dating couples, longitudinal study']","['Empirical Study', 'Longitudinal Study']",91.0,Journal of Personality and Social Psychology,71.0,6.0,1155-1180
614289064.xml,"Maintenance of satisfaction in romantic relationships: Empathy and relational competence
",1987-08-01,True,10.1037/0022-3514.53.2.397,"['Davis, Mark H.', 'Oathout, H. Alan']","['empathic concern & distress & perspective taking ability of partner, satisfaction with romantic relationship, college student couples']",['Empirical Study'],27.0,Journal of Personality and Social Psychology,53.0,2.0,397-410
614438177.xml,"Establishing a causal chain: Why experiments are often more effective than mediational analyses in examining psychological processes
",2005-12-01,True,10.1037/0022-3514.89.6.845,"['Spencer, Steven J.', 'Zanna, Mark P.', 'Fong, Geoffrey T.']","['experiments', 'mediational analyses', 'causal chain', 'psychological processes', 'social psychological papers']",['Meta Analysis'],26.0,Journal of Personality and Social Psychology,89.0,6.0,845-851
614442404.xml,"The self salience model of other-to-self effects: Integrating principles of self-enhancement, complementarity, and imitation
",2006-02-01,True,10.1037/0022-3514.90.2.258,"['Stapel, Diederik A.', 'Van der Zee, Karen I.']","['self-enhancement', 'imitation', 'complementarity', 'self-construal', 'social comparison', 'self salience model']","['Empirical Study', 'Quantitative Study']",30.0,Journal of Personality and Social Psychology,90.0,2.0,258-271
614354265.xml,"Changes in women's assertiveness in response to status and roles: A cross-temporal meta-analysis, 1931–1993
",2001-07-01,True,10.1037/0022-3514.81.1.133,"['Twenge, Jean M.']","['assertiveness', 'American women', 'social status', 'roles', 'changes over time', 'social change', 'dominance', 'sex differences']",['Meta Analysis'],126.0,Journal of Personality and Social Psychology,81.0,1.0,133-145
614482135.xml,"Mere effort and stereotype threat performance effects
",2007-10-01,True,10.1037/0022-3514.93.4.544,"['Jamieson, Jeremy P.', 'Harkins, Stephen G.']","['stereotype threat', 'mere effort', 'antisaccade', 'working memory', 'threat performance effects']","['Empirical Study', 'Quantitative Study']",73.0,Journal of Personality and Social Psychology,93.0,4.0,544-564
614403199.xml,"A (latent) Big Five personality model in 1915? A reanalysis of Webb's data
",1996-11-01,True,10.1037/0022-3514.71.5.992,"['Deary, Ian J.']","['E. Webb as potential latent originator of 5 factor model of personality & factor analysis of 1915 data, students']",['Empirical Study'],59.0,Journal of Personality and Social Psychology,71.0,5.0,992-1005
614506982.xml,"Does devoutness delay death? Psychological investment in religion and its association with longevity in the Terman sample
",2009-11-01,True,10.1037/a0016366,"['McCullough, Michael E.', 'Friedman, Howard S.', 'Enders, Craig K.', 'Martin, Leslie R.']","['religion', 'longevity', 'personality', 'development', 'health behavior']","['Empirical Study', 'Followup Study', 'Quantitative Study']",63.0,Journal of Personality and Social Psychology,97.0,5.0,866-882
614310001.xml,"Marital satisfaction, depression, and attributions: A longitudinal analysis
",1993-03-01,True,10.1037/0022-3514.64.3.442,"['Fincham, Frank D.', 'Bradbury, Thomas N.']","['attributions for negative partner behavior & depression & self esteem, marital satisfaction, spouses, 12 mo followup']","['Empirical Study', 'Followup Study']",53.0,Journal of Personality and Social Psychology,64.0,3.0,442-452
614386849.xml,"Motivational factors in nonincarcerated sexually aggressive men
",1988-11-01,True,10.1037/0022-3514.55.5.795,"['Lisak, David', 'Roth, Susan']","['underlying motives for sexually aggressive behavior, male college students']",['Empirical Study'],37.0,Journal of Personality and Social Psychology,55.0,5.0,795-802
614299726.xml,"Behavioral other-enhancement: Strategically obscuring the link between performance and evaluation
",1991-01-01,True,10.1037/0022-3514.60.1.79,"['Shepperd, James A.', 'Arkin, Robert M.']","['other enhancement as self handicapping strategy in performance comparison, college students']",['Empirical Study'],21.0,Journal of Personality and Social Psychology,60.0,1.0,79-88
614351396.xml,"Gender differences in personality traits across cultures: Robust and surprising findings
",2001-08-01,True,10.1037/0022-3514.81.2.322,"['Costa, Paul T., Jr.', 'Terracciano, Antonio', 'McCrae, Robert R.']","['human sex differences', 'gender differences', 'personality traits', 'culture', 'cultural attitudes', 'males vs females', 'Five Factor Personality Model']",['Meta Analysis'],61.0,Journal of Personality and Social Psychology,81.0,2.0,322-331
614295045.xml,"Cognitive and personality factors in the delay of gratification of hemodialysis patients
",1986-08-01,True,10.1037/0022-3514.51.2.357,"['Rosenbaum, Michael', 'Ben-Ari Smira, Karin']","['self efficacy expectations & health beliefs & post adherence behavior & resourcefulness, fluid intake compliance, 20–68 yr old dialysis patients']",['Empirical Study'],26.0,Journal of Personality and Social Psychology,51.0,2.0,357-364
614425485.xml,"On the Selective Relation of Frontal Cortical Asymmetry and Anger-Out Versus Anger-Control
",2004-12-01,True,10.1037/0022-3514.87.6.926,"['Hewig, Johannes', 'Hagemann, Dirk', 'Seifert, Jan', 'Naumann, Ewald', 'Bartussek, Dieter']","['frontal cortical asymmetry', 'anger-out', 'anger-control', 'anterior symmetry', 'brain regions', 'affective valence', 'motivational direction', 'behavioral activation', 'emotion']","['Empirical Study', 'Quantitative Study']",106.0,Journal of Personality and Social Psychology,87.0,6.0,926-939
614356176.xml,"Reactions to penalties for an offense in relation to authoritarianism, values, perceived responsibility, perceived seriousness, and deservingness
",1996-09-01,True,10.1037/0022-3514.71.3.571,"['Feather, N. T.']","['authoritarianism & values & perceived offender responsibility & seriousness & deservingness of punishment, cognitive & affective reaction to penalty, adults, Australia']",['Empirical Study'],70.0,Journal of Personality and Social Psychology,71.0,3.0,571-587
2157122422.xml,"“Same but different”: Associations between multiple aspects of self-regulation, cognition, and academic abilities
",2019-12-01,True,10.1037/pspp0000224,"['Malanchini, Margherita', 'Engelhardt, Laura E.', 'Grotzinger, Andrew D.', 'Harden, K. Paige', 'Tucker-Drob, Elliot M.']","['self-regulation', 'personality', 'executive function', 'cognitive skills', 'academic abilities']","['Empirical Study', 'Quantitative Study', 'Twin Study']",137.0,Journal of Personality and Social Psychology,117.0,6.0,1164-1188
614332661.xml,"Social support, appraisals of event controllability, and coping: An integrative model
",1994-06-01,True,10.1037/0022-3514.66.6.1094,"['Valentiner, David P.', 'Holahan, Charles J.', 'Moos, Rudolf H.']","['parental support & appraisals of event controllability, mediation & moderation in adaptive coping & psychological adjustment, college students']",['Empirical Study'],49.0,Journal of Personality and Social Psychology,66.0,6.0,1094-1102
614287565.xml,"The role of facial response in self-reports of emotion: A critique of Laird
",1986-04-01,True,10.1037/0022-3514.50.4.808,"['Winton, Ward M.']","['facial expressions in self report of emotion, comments on study by J. B. Laird, test of facial feedback hypothesis']",[],36.0,Journal of Personality and Social Psychology,50.0,4.0,808-812
614331230.xml,"Motivations for sex and risky sexual behavior among adolescents and young adults: A functional perspective
",1998-12-01,True,10.1037/0022-3514.75.6.1528,"['Cooper, M. Lynne', 'Shapiro, Cheryl M.', 'Powers, Anne M.']","['functionalism', 'risky sexual behavior', 'adolescents', 'young adults', 'sex motives']",['Empirical Study'],86.0,Journal of Personality and Social Psychology,75.0,6.0,1528-1558
614337646.xml,"Fickle fashion versus immortal fame: Transhistorical assessments of creative products in the opera house
",1998-07-01,True,10.1037/0022-3514.75.1.198,"['Simonton, Dean Keith']","['current vs initial judgments of aesthetic merit, long term stability of operatic success']",['Empirical Study'],97.0,Journal of Personality and Social Psychology,75.0,1.0,198-210
614444691.xml,"Information quantity and quality affect the realistic accuracy of personality judgment
",2006-07-01,True,10.1037/0022-3514.91.1.111,"['Letzring, Tera D.', 'Wells, Shannon M.', 'Funder, David C.']","['personality judgment', 'judgment accuracy', 'realistic accuracy', 'information quantity', 'information quality', 'interaction']","['Empirical Study', 'Quantitative Study']",39.0,Journal of Personality and Social Psychology,91.0,1.0,111-123
614406845.xml,"Power and the Creation of Patronizing Environments: The Stereotype-Based Behaviors of the Powerful and Their Effects on Female Performance in Masculine Domains
",2005-04-01,True,10.1037/0022-3514.88.4.658,"['Vescio, Theresa K.', 'Gervais, Sarah J.', 'Snyder, Mark', 'Hoover, Ann']","['power', 'patronizing behavior', 'sex stereotypes', 'stereotype-based behavior', 'sex differences', 'subordinate performance', 'praise', 'resource allocation', 'masculine domains', 'female performance']","['Empirical Study', 'Quantitative Study']",73.0,Journal of Personality and Social Psychology,88.0,4.0,658-672
614435029.xml,"The inaction effect in the psychology of regret
",2002-03-01,True,10.1037/0022-3514.82.3.314,"['Zeelenberg, Marcel', 'van den Bos, Kees', 'van Dijk, Eric', 'Pieters, Rik']","['decision making', 'action', 'inaction effect', 'decision outcomes', 'regret']",['Empirical Study'],57.0,Journal of Personality and Social Psychology,82.0,3.0,314-327
614335481.xml,"The development of meaning contexts for empathic accuracy: Channel and sequence effects
",1999-10-01,True,10.1037/0022-3514.77.4.746,"['Gesn, Paul R.', 'Ickes, William']","['development of channel & sequence effects of contextual knowledge, empathic saccuracy, college students']",['Empirical Study'],47.0,Journal of Personality and Social Psychology,77.0,4.0,746-761
614317398.xml,"Self-image resilience and dissonance: The role of affirmational resources
",1993-06-01,True,10.1037/0022-3514.64.6.885,"['Steele, Claude M.', 'Spencer, Steven J.', 'Lynch, Michael']","['self esteem, rationalization of esteem threatening decision, college students']",['Empirical Study'],56.0,Journal of Personality and Social Psychology,64.0,6.0,885-896
1904810759.xml,"The visibility of social class from facial cues
",2017-10-01,True,10.1037/pspa0000091,"['Bjornsdottir, R. Thora', 'Rule, Nicholas O.']","['first impressions', 'person perception', 'social class', 'socioeconomic status']","['Empirical Study', 'Quantitative Study']",98.0,Journal of Personality and Social Psychology,113.0,4.0,530-546
614382642.xml,"Effects of components of protection-motivation theory on adaptive and maladaptive coping with a health threat
",1987-03-01,True,10.1037/0022-3514.52.3.596,"['Rippetoe, Patricia A.', 'Rogers, Ronald W.']","['high vs low threat & response & self efficacy essays on breast cancer, coping strategies, female college students']",['Empirical Study'],21.0,Journal of Personality and Social Psychology,52.0,3.0,596-604
763255780.xml,"The negation bias: When negations signal stereotypic expectancies
",2010-12-01,True,10.1037/a0020861,"['Beukeboom, Camiel J.', 'Finkenauer, Catrin', 'Wigboldus, Daniël H. J.']","['bias', 'interpersonal communication', 'language', 'negation', 'stereotyping']","['Empirical Study', 'Quantitative Study']",48.0,Journal of Personality and Social Psychology,99.0,6.0,978-992
614323469.xml,"Self-other perception of the intensity of facial expressions of emotion: Do we know what we show?
",1995-04-01,True,10.1037/0022-3514.68.4.608,"['Barr, Carol L.', 'Kleck, Robert E.']","['self vs other perception of intensity of facial expressions of emotion, college students, implications for communication in social interaction']",['Empirical Study'],44.0,Journal of Personality and Social Psychology,68.0,4.0,608-618
614330410.xml,"Threatened egotism, narcissism, self-esteem, and direct and displaced aggression: Does self-love or self-hate lead to violence?
",1998-07-01,True,10.1037/0022-3514.75.1.219,"['Bushman, Brad J.', 'Baumeister, Roy F.']","['high narcissism & aggressive response to esteem threat, college students with low vs high self esteem']",['Empirical Study'],45.0,Journal of Personality and Social Psychology,75.0,1.0,219-229
614323474.xml,"Conflict in close relationships: An attachment perspective
",1996-11-01,True,10.1037/0022-3514.71.5.899,"['Simpson, Jeffry A.', 'Rholes, W. Steven', 'Phillips, Dede']","['avoidant vs ambivalent attachment orientation, perceptions of dating partners & relationships following discussion of major vs minor problem, 17–23 yr old males vs females']",['Empirical Study'],58.0,Journal of Personality and Social Psychology,71.0,5.0,899-914
614512336.xml,"Automatic prejudice in childhood and early adolescence
",2010-03-01,True,10.1037/a0017993,"['Degner, Juliane', 'Wentura, Dirk']","['adolescence', 'automatic attitudes', 'childhood', 'development', 'implicit prejudice']","['Empirical Study', 'Qualitative Study', 'Quantitative Study']",64.0,Journal of Personality and Social Psychology,98.0,3.0,356-374
